"","state_abbr","county_name","votes_dem_2016","votes_gop_2016","votes_dem_2012","votes_gop_2012"
"1931","NM","Taos County",10550,2706,11855,2710
"1932","NM","Torrance County",1770,3695,2414,3521
"1933","NM","Union County",318,1214,471,1231
"1934","NM","Valencia County",10810,13175,13473,12788
"1935","NV","Carson City",9610,13125,10290,12394
"1936","NV","Churchill County",2210,7828,2961,7061
"1937","NV","Clark County",401068,319571,387978,288223
"1938","NV","Douglas County",8453,17406,9288,16264
"1939","NV","Elko County",3400,13542,3510,12013
"1940","NV","Esmeralda County",65,329,92,317
"1941","NV","Eureka County",74,723,107,663
"1942","NV","Humboldt County",1386,4521,1737,3810
"1943","NV","Lander County",403,1828,534,1580
"1944","NV","Lincoln County",285,1671,400,1691
"1945","NV","Lyon County",6146,16005,7380,13520
"1946","NV","Mineral County",637,1179,863,1080
"1947","NV","Nye County",5095,13320,6320,10566
"1948","NV","Pershing County",430,1403,632,1167
"1949","NV","Storey County",752,1616,920,1321
"1950","NV","Washoe County",97032,94529,94806,88151
"1951","NV","White Pine County",707,2723,983,2601
"1952","NY","Albany County",74775,44227,80891,42029
"1953","NY","Allegany County",4473,11712,5658,9609
"1954","NY","Bronx County",318403,34424,288378,26304
"1955","NY","Broome County",35212,38077,38315,34878
"1956","NY","Cattaraugus County",8717,18668,11695,15406
"1957","NY","Cayuga County",12202,16194,14162,11355
"1958","NY","Chautauqua County",17281,29418,21815,25795
"1959","NY","Chemung County",12394,19025,15285,16207
"1960","NY","Chenango County",5943,11024,8340,8933
"1961","NY","Clinton County",13446,13181,17123,10054
"1962","NY","Columbia County",13123,12756,14244,11194
"1963","NY","Cortland County",7976,9207,9445,7886
"1964","NY","Delaware County",5825,11012,7469,9085
"1965","NY","Dutchess County",56874,58163,59885,52320
"1966","NY","Erie County",192065,173817,220184,159678
"1967","NY","Essex County",6760,7275,8835,6495
"1968","NY","Franklin County",6517,7636,9065,5248
"1969","NY","Fulton County",5805,12759,7916,9811
"1970","NY","Genesee County",6946,15986,8886,13701
"1971","NY","Greene County",6370,11546,7911,9935
"1972","NY","Hamilton County",752,1795,955,1652
"1973","NY","Herkimer County",7289,15664,10433,12389
"1974","NY","Jefferson County",12289,19947,15345,16279
"1975","NY","Kings County",595086,133653,503291,108630
"1976","NY","Lewis County",2828,6916,4263,5083
"1977","NY","Livingston County",10478,19211,10889,13210
"1978","NY","Madison County",10548,14901,12698,12611
"1979","NY","Monroe County",174063,128871,178491,124769
"1980","NY","Montgomery County",5961,10579,7881,8622
"1981","NY","Nassau County",307326,275479,243649,212882
"1982","NY","New York County",515481,58935,417861,72300
"1983","NY","Niagara County",32888,49223,40862,40397
"1984","NY","Oneida County",30749,48490,37388,41639
"1985","NY","Onondaga County",102915,78277,112664,72807
"1986","NY","Ontario County",20233,24343,21285,21998
"1987","NY","Orange County",63037,72129,67709,60984
"1988","NY","Orleans County",4327,11582,5411,8076
"1989","NY","Oswego County",15614,25870,21733,18503
"1990","NY","Otsego County",9285,12284,10975,10527
"1991","NY","Putnam County",17363,25241,17851,22436
"1992","NY","Queens County",473389,138550,399970,103193
"1993","NY","Rensselaer County",30039,31933,34713,27240
"1994","NY","Richmond County",67561,95612,67524,66420
"1995","NY","Rockland County",63454,57148,60446,52936
"1996","NY","Saratoga County",46546,51088,48876,46829
"1997","NY","Schenectady County",30870,27268,33777,24608
"1998","NY","Schoharie County",3777,8173,4862,6849
"1999","NY","Schuyler County",2761,5179,3354,3942
"2000","NY","Seneca County",5175,6719,6526,5405
"2001","NY","St. Lawrence County",14659,18450,19574,13914
"2002","NY","Steuben County",11215,25091,14586,20425
"2003","NY","Suffolk County",276953,328403,274830,259348
"2004","NY","Sullivan County",10983,14626,13781,11148
"2005","NY","Tioga County",6852,12528,8263,11278
"2006","NY","Tompkins County",25555,9647,24447,10202
"2007","NY","Ulster County",40010,32962,43164,27340
"2008","NY","Warren County",11366,14284,13112,12571
"2009","NY","Washington County",8238,12770,10596,10254
"2010","NY","Wayne County",12378,21935,15136,18315
"2011","NY","Westchester County",245670,121643,171908,108707
"2012","NY","Wyoming County",3585,11884,5224,9726
"2013","NY","Yates County",3219,5180,4021,4270
"2014","OH","Adams County",2293,8445,3857,6691
"2015","OH","Allen County",12815,29858,16869,28802
"2016","OH","Ashland County",5659,17169,8083,15225
"2017","OH","Ashtabula County",15191,22755,22964,17890
"2018","OH","Athens County",15552,10816,17268,8118
"2019","OH","Auglaize County",3825,18130,5643,16802
"2020","OH","Belmont County",8652,20729,13826,16418
"2021","OH","Brown County",4270,14257,6923,11671
"2022","OH","Butler County",56700,104441,59282,102226
"2023","OH","Carroll County",3124,9067,5396,7177
"2024","OH","Champaign County",4488,12314,7826,11852
"2025","OH","Clark County",22666,34311,30022,31116
"2026","OH","Clermont County",26096,65960,29334,62527
"2027","OH","Clinton County",3943,13466,5534,11740
"2028","OH","Columbiana County",12273,31086,19351,24778
"2029","OH","Coshocton County",3908,10381,6841,8312
"2030","OH","Crawford County",4518,13265,7207,11561
"2031","OH","Cuyahoga County",383974,179894,420953,184475
"2032","OH","Darke County",4395,19698,6610,17745
"2033","OH","Defiance County",5282,11478,7438,9935
"2034","OH","Delaware County",39584,55660,36131,58980
"2035","OH","Erie County",15692,19301,20969,16655
"2036","OH","Fairfield County",24150,43163,28831,40134
"2037","OH","Fayette County",2672,7763,4075,6456
"2038","OH","Franklin County",335961,192328,325654,207941
"2039","OH","Fulton County",5981,13419,8790,11521
"2040","OH","Gallia County",2564,9567,3418,5912
"2041","OH","Geauga County",17165,29577,19295,30104
"2042","OH","Greene County",28023,47506,31028,48683
"2043","OH","Guernsey County",4286,11164,7226,8811
"2044","OH","Hamilton County",207587,169972,208508,188653
"2045","OH","Hancock County",9419,23777,12192,22077
"2046","OH","Hardin County",2870,8541,4487,7337
"2047","OH","Harrison County",1663,5021,2895,3936
"2048","OH","Henry County",3690,9136,5513,8111
"2049","OH","Highland County",3436,13005,5772,11032
"2050","OH","Hocking County",3713,8282,6010,6150
"2051","OH","Holmes County",1766,8578,2568,8563
"2052","OH","Huron County",7080,15930,10673,12821
"2053","OH","Jackson County",3142,9618,4965,7651
"2054","OH","Jefferson County",9483,20668,14960,16729
"2055","OH","Knox County",7959,18563,10154,16873
"2056","OH","Lake County",45056,62627,55219,57150
"2057","OH","Lawrence County",6849,18240,10454,14371
"2058","OH","Licking County",26360,49346,32264,43604
"2059","OH","Logan County",4537,15586,6789,13323
"2060","OH","Lorain County",64958,65346,78112,58095
"2061","OH","Lucas County",107363,74102,129229,68100
"2062","OH","Madison County",4662,11319,6700,10215
"2063","OH","Mahoning County",56188,52808,74298,41702
"2064","OH","Marion County",7748,16563,11933,13938
"2065","OH","Medina County",31582,53811,37841,49464
"2066","OH","Meigs County",2157,6869,3911,5782
"2067","OH","Mercer County",3335,17200,4609,16207
"2068","OH","Miami County",12832,36311,15731,33650
"2069","OH","Monroe County",1647,4781,3007,3540
"2070","OH","Montgomery County",117661,120766,128983,121188
"2071","OH","Morgan County",1711,4315,2772,3136
"2072","OH","Morrow County",3711,11722,5780,9662
"2073","OH","Muskingum County",10926,23588,16327,18826
"2074","OH","Noble County",1201,4441,2082,3498
"2075","OH","Ottawa County",8136,12389,11214,10323
"2076","OH","Paulding County",2068,6359,3435,5248
"2077","OH","Perry County",4072,9978,6857,7498
"2078","OH","Pickaway County",6325,16482,9335,13713
"2079","OH","Pike County",3443,7669,5490,5535
"2080","OH","Portage County",31463,38978,38082,34465
"2081","OH","Preble County",4323,15376,6005,13202
"2082","OH","Putnam County",2874,14704,4238,13563
"2083","OH","Richland County",15629,35805,21785,33057
"2084","OH","Ross County",9905,17833,13895,14582
"2085","OH","Sandusky County",9733,16045,14035,13491
"2086","OH","Scioto County",8841,19742,14432,15023
"2087","OH","Seneca County",7237,14559,10962,13025
"2088","OH","Shelby County",4143,18148,6065,16700
"2089","OH","Stark County",66581,96345,86314,86958
"2090","OH","Summit County",129922,109531,147146,108700
"2091","OH","Trumbull County",42130,48152,59446,37545
"2092","OH","Tuscarawas County",11895,26105,17516,21420
"2093","OH","Union County",7530,17601,8546,15947
"2094","OH","Van Wert County",2667,10328,3923,9433
"2095","OH","Vinton County",1332,3799,2382,2798
"2096","OH","Warren County",33036,75947,31907,74626
"2097","OH","Washington County",7841,19901,11333,16921
"2098","OH","Wayne County",14670,31622,18932,29450
"2099","OH","Williams County",4287,11706,7045,9863
"2100","OH","Wood County",26440,31734,31596,28997
"2101","OH","Wyandot County",2484,7346,3962,6054
"2102","OK","Adair County",1374,4753,2110,4362
"2103","OK","Alfalfa County",216,1931,278,1539
"2104","OK","Atoka County",795,4068,1241,3534
"2105","OK","Beaver County",176,1987,243,2057
"2106","OK","Beckham County",958,6287,1413,5496
"2107","OK","Blaine County",711,2884,991,2824
"2108","OK","Bryan County",2793,10449,3533,9188
"2109","OK","Caddo County",2418,6473,3151,5660
"2110","OK","Canadian County",11666,39969,10533,35615
"2111","OK","Carter County",4002,13751,4907,12213
"2112","OK","Cherokee County",5455,9992,6137,8151
"2113","OK","Choctaw County",1064,4202,1494,3572
"2114","OK","Cimarron County",70,962,115,1082
"2115","OK","Cleveland County",38790,62469,34701,59019
"2116","OK","Coal County",411,1892,648,1709
"2117","OK","Comanche County",11439,19153,12517,17657
"2118","OK","Cotton County",424,2054,657,1796
"2119","OK","Craig County",1249,4279,1746,3552
"2120","OK","Creek County",5834,21539,7114,18964
"2121","OK","Custer County",2102,7818,2358,7442
"2122","OK","Delaware County",3306,11796,4176,10056
"2123","OK","Dewey County",222,1964,301,1769
"2124","OK","Ellis County",155,1610,226,1575
"2125","OK","Garfield County",4391,15998,4732,15176
"2126","OK","Garvin County",1852,8243,2556,6922
"2127","OK","Grady County",3878,17293,4780,14818
"2128","OK","Grant County",287,1827,393,1674
"2129","OK","Greer County",323,1482,488,1344
"2130","OK","Harmon County",224,714,264,659
"2131","OK","Harper County",131,1307,173,1261
"2132","OK","Haskell County",882,3697,1175,3069
"2133","OK","Hughes County",961,3387,1370,2836
"2134","OK","Jackson County",1473,5969,1953,5962
"2135","OK","Jefferson County",365,1905,602,1632
"2136","OK","Johnston County",782,3081,1134,2644
"2137","OK","Kay County",3734,12168,4624,11498
"2138","OK","Kingfisher County",783,5151,844,4510
"2139","OK","Kiowa County",766,2593,1101,2309
"2140","OK","Latimer County",797,3094,1169,2620
"2141","OK","Le Flore County",3245,13346,4658,11172
"2142","OK","Lincoln County",2423,10838,3265,9542
"2143","OK","Logan County",4239,13613,4686,12297
"2144","OK","Love County",735,2920,1034,2436
"2145","OK","Major County",310,2940,446,2700
"2146","OK","Marshall County",1095,4202,1396,3744
"2147","OK","Mayes County",3423,11550,4822,9634
"2148","OK","McClain County",2893,13151,3191,11108
"2149","OK","McCurtain County",1799,8642,2440,7633
"2150","OK","McIntosh County",2122,5501,2767,4498
"2151","OK","Murray County",1086,4173,1540,3606
"2152","OK","Muskogee County",7969,15029,9943,13392
"2153","OK","Noble County",901,3707,1142,3484
"2154","OK","Nowata County",742,3321,1244,2832
"2155","OK","Okfuskee County",943,2791,1251,2328
"2156","OK","Oklahoma County",112661,141429,106812,149525
"2157","OK","Okmulgee County",4379,8926,5416,7712
"2158","OK","Osage County",5593,12559,6695,11218
"2159","OK","Ottawa County",2584,7627,3508,6465
"2160","OK","Pawnee County",1341,4716,1813,4228
"2161","OK","Payne County",8785,16644,9193,16467
"2162","OK","Pittsburg County",3704,12740,4813,10785
"2163","OK","Pontotoc County",3633,10420,3934,8921
"2164","OK","Pottawatomie County",6005,17826,7182,16240
"2165","OK","Pushmataha County",748,3581,1043,3087
"2166","OK","Roger Mills County",151,1546,272,1402
"2167","OK","Rogers County",7895,30893,9146,27531
"2168","OK","Seminole County",2067,5612,2597,4852
"2169","OK","Sequoyah County",3061,10888,4193,9573
"2170","OK","Stephens County",3084,14166,3939,12907
"2171","OK","Texas County",855,4615,854,4908
"2172","OK","Tillman County",657,1944,906,1813
"2173","OK","Tulsa County",87663,143985,82633,144908
"2174","OK","Wagoner County",6711,22967,7773,20848
"2175","OK","Washington County",5047,15810,5532,15667
"2176","OK","Washita County",588,3851,821,3482
"2177","OK","Woods County",521,2945,670,2725
"2178","OK","Woodward County",871,6329,1129,5936
"2179","OR","Baker County",1781,6160,2364,5692
"2180","OR","Benton County",28431,13030,27662,14922
"2181","OR","Clackamas County",90187,79062,94013,87551
"2182","OR","Clatsop County",8899,7794,9616,7101
"2183","OR","Columbia County",9959,12967,11843,10645
"2184","OR","Coos County",10355,17699,12628,14398
"2185","OR","Crook County",2591,8388,3081,6769
"2186","OR","Curry County",4253,7157,4611,6577
"2187","OR","Deschutes County",40222,43667,34985,40670
"2188","OR","Douglas County",13891,34112,17032,30588
"2189","OR","Gilliam County",221,632,371,637
"2190","OR","Grant County",732,3187,834,2848
"2191","OR","Harney County",682,2904,829,2599
"2192","OR","Hood River County",6359,3223,5977,3400
"2193","OR","Jackson County",43550,53083,42341,46974
"2194","OR","Jefferson County",2892,5337,3238,4576
"2195","OR","Josephine County",13223,26582,14929,23636
"2196","OR","Klamath County",7080,20170,8140,18654
"2197","OR","Lake County",628,3001,769,2801
"2198","OR","Lane County",100497,66218,99891,60979
"2199","OR","Lincoln County",12300,9901,13277,8623
"2200","OR","Linn County",17456,32683,19893,28482
"2201","OR","Malheur County",2213,7141,2701,6751
"2202","OR","Marion County",48803,54336,54337,58435
"2203","OR","Morrow County",1004,2698,1189,2524
"2204","OR","Multnomah County",271754,63055,261222,71947
"2205","OR","Polk County",15741,18333,15761,17377
"2206","OR","Sherman County",202,726,317,677
"2207","OR","Tillamook County",5701,6486,6249,5670
"2208","OR","Umatilla County",7466,16775,8499,15425
"2209","OR","Union County",3221,8378,3943,7608
"2210","OR","Wallowa County",1097,2825,1252,2796
"2211","OR","Wasco County",4634,5721,5066,5152
"2212","OR","Washington County",137818,75903,124431,86551
"2213","OR","Wheeler County",153,583,262,542
"2214","OR","Yamhill County",18635,22589,18906,21711
"2215","PA","Adams County",14077,31249,14893,26490
"2216","PA","Allegheny County",363017,257488,348151,259304
"2217","PA","Armstrong County",6849,22676,8694,19231
"2218","PA","Beaver County",30225,46081,36833,42118
"2219","PA","Bedford County",3613,19455,4730,16509
"2220","PA","Berks County",75169,93094,79895,80857
"2221","PA","Blair County",13093,37224,15516,31500
"2222","PA","Bradford County",6263,17957,8291,13827
"2223","PA","Bucks County",165861,163873,159598,155876
"2224","PA","Butler County",26834,61388,28385,59416
"2225","PA","Cambria County",17798,40510,23181,33464
"2226","PA","Cameron County",469,1495,677,1264
"2227","PA","Carbon County",8917,18714,11040,12710
"2228","PA","Centre County",36555,35099,33677,33697
"2229","PA","Chester County",140188,115582,122232,123280
"2230","PA","Clarion County",4256,12545,4731,10228
"2231","PA","Clearfield County",7700,23909,11093,20303
"2232","PA","Clinton County",4533,9701,5503,6941
"2233","PA","Columbia County",8502,17387,10424,13445
"2234","PA","Crawford County",10215,23912,13024,19497
"2235","PA","Cumberland County",44282,65649,43983,64365
"2236","PA","Dauphin County",64287,60620,64209,56838
"2237","PA","Delaware County",169169,106559,164805,105270
"2238","PA","Elk County",3637,9704,5144,7099
"2239","PA","Erie County",54820,57168,65136,46102
"2240","PA","Fayette County",17826,34388,21841,25845
"2241","PA","Forest County",626,1680,894,1381
"2242","PA","Franklin County",17322,49554,18910,43072
"2243","PA","Fulton County",904,5676,1297,4780
"2244","PA","Greene County",4157,10394,5564,7985
"2245","PA","Huntingdon County",4487,14369,5383,11953
"2246","PA","Indiana County",11468,24920,14403,21187
"2247","PA","Jefferson County",3437,14533,4535,12288
"2248","PA","Juniata County",1810,8234,2533,6821
"2249","PA","Lackawanna County",51593,48102,61309,34730
"2250","PA","Lancaster County",90066,137145,87108,129364
"2251","PA","Lawrence County",13933,25323,17427,20915
"2252","PA","Lebanon County",17860,38804,18975,34010
"2253","PA","Lehigh County",77087,70285,77029,66091
"2254","PA","Luzerne County",51454,77508,63974,57969
"2255","PA","Lycoming County",12926,35475,15104,30490
"2256","PA","McKean County",3802,11159,5260,9494
"2257","PA","Mercer County",17631,30034,23082,24304
"2258","PA","Mifflin County",3563,14050,4259,11893
"2259","PA","Monroe County",31930,31706,33431,25100
"2260","PA","Montgomery County",251063,160803,227561,169903
"2261","PA","Montour County",2851,5274,3026,4636
"2262","PA","Northampton County",65936,71384,65014,59242
"2263","PA","Northumberland County",9184,24418,12392,18516
"2264","PA","Perry County",4630,15613,5430,12511
"2265","PA","Philadelphia County",560542,105418,557024,91840
"2266","PA","Pike County",9247,16035,10170,12713
"2267","PA","Potter County",1300,6247,1892,5199
"2268","PA","Schuylkill County",16724,43937,24453,32156
"2269","PA","Snyder County",3991,11710,4672,10050
"2270","PA","Somerset County",7367,27347,9420,23935
"2271","PA","Sullivan County",756,2318,1028,1859
"2272","PA","Susquehanna County",5065,13295,6891,10735
"2273","PA","Tioga County",3642,12928,5053,10599
"2274","PA","Union County",6138,10605,6063,9863
"2275","PA","Venango County",5889,15254,7469,12928
"2276","PA","Warren County",4828,12032,6768,9415
"2277","PA","Washington County",34436,58941,38503,50455
"2278","PA","Wayne County",6398,15269,8138,12531
"2279","PA","Westmoreland County",59506,116427,63380,103429
"2280","PA","Wyoming County",3573,8375,4812,6189
"2281","PA","York County",67428,126933,72126,111576
"2282","RI","Bristol County",14532,8910,14943,9216
"2283","RI","Kent County",37582,38141,44966,30786
"2284","RI","Newport County",22680,14975,23507,16343
"2285","RI","Providence County",141597,90321,156022,74344
"2286","RI","Washington County",33511,27074,34904,24666
"2287","SC","Abbeville County",3712,6742,4507,5923
"2288","SC","Aiken County",25426,45981,23953,41157
"2289","SC","Allendale County",2722,788,3335,894
"2290","SC","Anderson County",21040,56109,22315,48493
"2291","SC","Bamberg County",3886,2197,4600,2190
"2292","SC","Barnwell County",4395,4888,5182,4655
"2293","SC","Beaufort County",29577,39986,29775,42580
"2294","SC","Berkeley County",30492,44223,24239,35764
"2295","SC","Calhoun County",3569,3785,4043,3705
"2296","SC","Charleston County",89048,75233,81027,77248
"2297","SC","Cherokee County",6089,15165,7219,13306
"2298","SC","Chester County",6582,7272,7839,6336
"2299","SC","Chesterfield County",7125,9576,7942,8488
"2300","SC","Clarendon County",7635,7246,8967,6890
"2301","SC","Colleton County",7616,9083,8470,8439
"2302","SC","Darlington County",13866,14973,15452,14429
"2303","SC","Dillon County",5832,5637,7623,5477
"2304","SC","Dorchester County",24010,34932,23390,32469
"2305","SC","Edgefield County",4491,6842,4965,6511
"2306","SC","Fairfield County",6936,4024,7743,3996
"2307","SC","Florence County",26630,29498,28508,28825
"2308","SC","Georgetown County",13234,17334,14119,16476
"2309","SC","Greenville County",73338,125595,67378,120514
"2310","SC","Greenwood County",10633,16881,11884,16290
"2311","SC","Hampton County",5163,3483,5814,3310
"2312","SC","Horry County",36731,83819,36620,66653
"2313","SC","Jasper County",7789,6100,5727,4169
"2314","SC","Kershaw County",10293,17464,10821,15846
"2315","SC","Lancaster County",13718,23598,13345,19273
"2316","SC","Laurens County",8845,16770,10297,14726
"2317","SC","Lee County",5170,2789,5972,2829
"2318","SC","Lexington County",35143,79866,34007,76392
"2319","SC","Marion County",8522,5434,9518,5114
"2320","SC","Marlboro County",5928,4257,7554,4010
"2321","SC","McCormick County",2479,2651,2637,2460
"2322","SC","Newberry County",6212,10011,6891,9218
"2323","SC","Oconee County",7979,24096,8537,21573
"2324","SC","Orangeburg County",26258,11909,30454,11888
"2325","SC","Pickens County",10327,36096,11122,33385
"2326","SC","Richland County",108401,52753,94350,46725
"2327","SC","Saluda County",2809,5525,3322,5130
"2328","SC","Spartanburg County",39888,76101,40920,65951
"2329","SC","Sumter County",24024,18733,27550,19266
"2330","SC","Union County",4727,7058,5748,6566
"2331","SC","Williamsburg County",9949,4863,11318,4819
"2332","SC","York County",41230,66245,38757,59149
"2333","SD","Aurora County",340,974,556,804
"2334","SD","Beadle County",1912,4455,2881,4230
"2335","SD","Bennett County",412,666,548,626
"2336","SD","Bon Homme County",704,2105,1167,1830
"2337","SD","Brookings County",4879,6748,5826,6219
"2338","SD","Brown County",5452,9613,7249,8320
"2339","SD","Brule County",571,1565,824,1499
"2340","SD","Buffalo County",296,171,472,166
"2341","SD","Butte County",693,3355,1000,3068
"2342","SD","Campbell County",105,704,153,616
"2343","SD","Charles Mix County",935,2382,1482,2229
"2344","SD","Clark County",398,1139,713,1067
"2345","SD","Clay County",2608,2109,2955,2146
"2346","SD","Codington County",3174,7764,4588,6696
"2347","SD","Corson County",535,588,647,515
"2348","SD","Custer County",1120,3290,1335,3062
"2349","SD","Davison County",2355,5157,3042,4754
"2350","SD","Day County",974,1627,1497,1320
"2351","SD","Deuel County",570,1366,941,1175
"2352","SD","Dewey County",887,723,1207,663
"2353","SD","Douglas County",214,1338,332,1334
"2354","SD","Edmunds County",380,1433,622,1264
"2355","SD","Fall River County",821,2511,1137,2256
"2356","SD","Faulk County",204,858,331,765
"2357","SD","Grant County",970,2381,1493,2034
"2358","SD","Gregory County",391,1600,599,1507
"2359","SD","Haakon County",77,936,138,940
"2360","SD","Hamlin County",555,2051,921,1803
"2361","SD","Hand County",334,1391,575,1242
"2362","SD","Hanson County",424,1497,760,1627
"2363","SD","Harding County",38,694,82,638
"2364","SD","Hughes County",2449,5174,2786,5219
"2365","SD","Hutchinson County",692,2517,923,2451
"2366","SD","Hyde County",125,543,189,531
"2367","SD","Jackson County",323,722,426,661
"2368","SD","Jerauld County",264,648,452,538
"2369","SD","Jones County",69,450,108,490
"2370","SD","Kingsbury County",703,1680,1092,1451
"2371","SD","Lake County",2314,4038,2724,3419
"2372","SD","Lawrence County",3356,7411,3973,7025
"2373","SD","Lincoln County",8076,15499,7982,13611
"2374","SD","Lyman County",369,977,605,933
"2375","SD","Marshall County",754,1056,1061,889
"2376","SD","McCook County",623,1794,905,1655
"2377","SD","McPherson County",192,892,272,921
"2378","SD","Meade County",2223,8441,2928,7560
"2379","SD","Mellette County",238,402,375,381
"2380","SD","Miner County",281,706,479,636
"2381","SD","Minnehaha County",30610,42043,34668,40330
"2382","SD","Moody County",1042,1729,1429,1535
"2383","SD","Oglala County",2504,241,2922,188
"2384","SD","Pennington County",14074,29804,15122,28229
"2385","SD","Perkins County",188,1333,319,1205
"2386","SD","Potter County",215,1069,339,1029
"2387","SD","Roberts County",1539,2142,2302,1883
"2388","SD","Sanborn County",241,819,389,688
"2389","SD","Spink County",919,1854,1300,1670
"2390","SD","Stanley County",329,1148,435,1063
"2391","SD","Sully County",137,679,186,611
"2392","SD","Todd County",1505,487,1976,498
"2393","SD","Tripp County",462,2069,737,1905
"2394","SD","Turner County",961,2937,1411,2715
"2395","SD","Union County",2227,5288,2782,4698
"2396","SD","Walworth County",457,1896,671,1731
"2397","SD","Yankton County",3301,5654,4208,5463
"2398","SD","Ziebach County",352,368,439,314
"2399","TN","Anderson County",9010,19201,10112,18941
"2400","TN","Bedford County",3384,11455,4207,10026
"2401","TN","Benton County",1474,4715,2255,3850
"2402","TN","Bledsoe County",896,3621,1267,3022
"2403","TN","Blount County",12085,37385,12925,35417
"2404","TN","Bradley County",7070,29761,8035,27417
"2405","TN","Campbell County",2248,9860,3327,8602
"2406","TN","Cannon County",1126,4006,1560,3308
"2407","TN","Carroll County",2323,7731,3475,7219
"2408","TN","Carter County",3453,16897,4786,15496
"2409","TN","Cheatham County",3877,11295,4656,10266
"2410","TN","Chester County",902,3827,1622,4672
"2411","TN","Claiborne County",1831,8589,2433,7617
"2412","TN","Clay County",707,2140,1037,1747
"2413","TN","Cocke County",1980,9791,2804,8459
"2414","TN","Coffee County",4741,14409,5865,13013
"2415","TN","Crockett County",1302,3977,1669,3782
"2416","TN","Cumberland County",5202,20410,6260,18651
"2417","TN","Davidson County",148473,84365,138899,94464
"2418","TN","Decatur County",894,3580,1302,2873
"2419","TN","DeKalb County",1566,5164,2168,4134
"2420","TN","Dickson County",4718,13213,6228,11287
"2421","TN","Dyer County",2815,10175,3757,9921
"2422","TN","Fayette County",5865,13046,6683,12682
"2423","TN","Fentress County",1100,6032,1559,5240
"2424","TN","Franklin County",4372,11526,5594,10252
"2425","TN","Gibson County",5255,13779,6564,12883
"2426","TN","Giles County",2915,7964,3759,6914
"2427","TN","Grainger County",1154,6618,1668,5469
"2428","TN","Greene County",4211,18538,6216,17234
"2429","TN","Grundy County",998,3626,1637,2502
"2430","TN","Hamblen County",4075,15839,5229,14515
"2431","TN","Hamilton County",55260,78661,58794,79877
"2432","TN","Hancock County",322,1842,475,1527
"2433","TN","Hardeman County",4174,4912,5479,4864
"2434","TN","Hardin County",1622,8012,2467,7886
"2435","TN","Hawkins County",3502,16611,5086,14376
"2436","TN","Haywood County",3704,3010,4567,2960
"2437","TN","Henderson County",1796,8118,2516,7418
"2438","TN","Henry County",3061,9483,4337,8187
"2439","TN","Hickman County",1823,5685,2693,4756
"2440","TN","Houston County",865,2180,1400,1579
"2441","TN","Humphreys County",1967,4928,2904,3829
"2442","TN","Jackson County",1129,3229,1736,2380
"2443","TN","Jefferson County",3490,14760,4230,13037
"2444","TN","Johnson County",988,5400,1483,4611
"2445","TN","Knox County",62861,105724,57594,106411
"2446","TN","Lake County",577,1357,884,1163
"2447","TN","Lauderdale County",3656,4884,4010,4616
"2448","TN","Lawrence County",2821,12419,4237,10770
"2449","TN","Lewis County",890,3579,1445,3116
"2450","TN","Lincoln County",2550,10375,3283,9791
"2451","TN","Loudon County",4916,17588,5057,16701
"2452","TN","Macon County",1071,6260,1552,5259
"2453","TN","Madison County",15438,21321,18360,21989
"2454","TN","Marion County",2829,7680,3952,6268
"2455","TN","Marshall County",2848,8167,3722,6823
"2456","TN","Maury County",10026,23781,11819,20698
"2457","TN","McMinn County",3507,14673,4603,12958
"2458","TN","McNairy County",1847,7839,2643,7010
"2459","TN","Meigs County",856,3337,1163,2728
"2460","TN","Monroe County",3184,13361,4368,11717
"2461","TN","Montgomery County",21686,32320,24349,30159
"2462","TN","Moore County",496,2325,705,2053
"2463","TN","Morgan County",1053,5429,1722,4668
"2464","TN","Obion County",2425,9525,3320,8814
"2465","TN","Overton County",1943,6055,2802,4772
"2466","TN","Perry County",597,2167,992,1578
"2467","TN","Pickett County",536,2019,711,1707
"2468","TN","Polk County",1252,5097,1856,4108
"2469","TN","Putnam County",6847,18981,7793,17242
"2470","TN","Rhea County",1942,8650,2625,7793
"2471","TN","Roane County",4833,15863,6014,14719
"2472","TN","Robertson County",6634,19393,8289,17641
"2473","TN","Rutherford County",36627,64428,36400,60829
"2474","TN","Scott County",934,6044,1452,5117
"2475","TN","Sequatchie County",1051,4434,1488,3541
"2476","TN","Sevier County",6293,28610,7415,25979
"2477","TN","Shelby County",206640,114948,232201,135536
"2478","TN","Smith County",1688,5485,2467,4492
"2479","TN","Stewart County",1222,3864,2069,2963
"2480","TN","Sullivan County",11910,45577,15303,43528
"2481","TN","Sumner County",18153,50105,18571,45979
"2482","TN","Tipton County",5779,16893,7020,16395
"2483","TN","Trousdale County",943,2099,1238,1610
"2484","TN","Unicoi County",1260,5666,1909,5028
"2485","TN","Union County",1010,5024,1474,4278
"2486","TN","Van Buren County",539,1820,875,1384
"2487","TN","Warren County",3535,9535,4748,8007
"2488","TN","Washington County",13003,34179,14318,32787
"2489","TN","Wayne County",717,5034,1163,4251
"2490","TN","Weakley County",2770,9001,3547,8601
"2491","TN","White County",1842,7657,2793,6192
"2492","TN","Williamson County",30992,68160,24328,68090
"2493","TN","Wilson County",14356,39304,14669,36076
"2494","TX","Anderson County",3358,13165,3796,12235
"2495","TX","Andrews County",836,3925,794,3636
"2496","TX","Angelina County",7538,21666,7833,20301
"2497","TX","Aransas County",2458,7730,2703,6829
"2498","TX","Archer County",394,3785,525,3599
