"","state_abbr","county_name","votes_dem_2016","votes_gop_2016","votes_dem_2012","votes_gop_2012"
"1357","MN","Stearns County",25575,47618,33552,43015
"1358","MN","Steele County",6239,11198,8706,9903
"1359","MN","Stevens County",2116,2800,2742,2766
"1360","MN","Swift County",1679,2962,2751,2248
"1361","MN","Todd County",2783,8485,4819,6719
"1362","MN","Traverse County",631,1050,942,860
"1363","MN","Wabasha County",3866,6989,5415,6049
"1364","MN","Wadena County",1684,4837,2492,4143
"1365","MN","Waseca County",2838,5967,4370,5116
"1366","MN","Washington County",67086,64429,70203,69137
"1367","MN","Watonwan County",1814,2768,2494,2517
"1368","MN","Wilkin County",893,2129,1258,1884
"1369","MN","Winona County",11366,12122,14980,11480
"1370","MN","Wright County",20336,43274,26584,41460
"1371","MN","Yellow Medicine County",1524,3382,2465,2806
"1372","MO","Adair County",3495,6019,4218,5648
"1373","MO","Andrew County",2045,6665,2649,5457
"1374","MO","Atchison County",541,2059,756,1902
"1375","MO","Audrain County",2567,6981,3538,6186
"1376","MO","Barry County",2710,11427,3667,9832
"1377","MO","Barton County",795,4958,1232,4416
"1378","MO","Bates County",1617,6000,2557,5020
"1379","MO","Benton County",2024,7212,2925,6069
"1380","MO","Bollinger County",705,4827,1213,4094
"1381","MO","Boone County",41072,36146,39782,37343
"1382","MO","Buchanan County",12010,21315,15594,18660
"1383","MO","Butler County",3036,13647,4363,12248
"1384","MO","Caldwell County",837,3231,1313,2724
"1385","MO","Callaway County",4988,13052,6070,11742
"1386","MO","Camden County",4706,16721,6458,15089
"1387","MO","Cape Girardeau County",8468,26939,9713,25343
"1388","MO","Carroll County",745,3480,1154,3072
"1389","MO","Carter County",436,2323,754,1978
"1390","MO","Cass County",14816,33006,17044,30912
"1391","MO","Cedar County",1010,5019,1536,4375
"1392","MO","Chariton County",888,2948,1339,2402
"1393","MO","Christian County",8505,30941,9809,27465
"1394","MO","Clark County",724,2458,1398,1730
"1395","MO","Clay County",45182,57328,47250,56131
"1396","MO","Clinton County",2572,7058,3685,5904
"1397","MO","Cole County",10907,24610,12003,24488
"1398","MO","Cooper County",1932,5623,2474,4887
"1399","MO","Crawford County",1824,7724,2951,6434
"1400","MO","Dade County",637,3184,939,2895
"1401","MO","Dallas County",1271,5895,2122,4992
"1402","MO","Daviess County",730,2763,1124,2282
"1403","MO","DeKalb County",824,3540,1194,3056
"1404","MO","Dent County",978,5599,1585,4883
"1405","MO","Douglas County",984,5486,1709,4649
"1406","MO","Dunklin County",2360,8026,3635,6849
"1407","MO","Franklin County",12339,35420,16294,29271
"1408","MO","Gasconade County",1519,5670,2099,4895
"1409","MO","Gentry County",605,2304,937,1986
"1410","MO","Greene County",42400,77387,46130,76786
"1411","MO","Grundy County",780,3462,1212,3030
"1412","MO","Harrison County",574,2965,984,2624
"1413","MO","Henry County",2356,7072,3604,6229
"1414","MO","Hickory County",1016,3539,1733,2835
"1415","MO","Holt County",346,1926,551,1725
"1416","MO","Howard County",1279,3277,1722,3012
"1417","MO","Howell County",2880,13888,4393,11541
"1418","MO","Iron County",933,3173,1669,2252
"1419","MO","Jackson County",163723,114777,180100,121891
"1420","MO","Jasper County",10565,35058,12808,31345
"1421","MO","Jefferson County",31546,68973,41570,53973
"1422","MO","Johnson County",5924,13702,7661,12750
"1423","MO","Knox County",379,1413,698,1205
"1424","MO","Laclede County",2543,12834,4093,10934
"1425","MO","Lafayette County",4047,10977,5650,9800
"1426","MO","Lawrence County",2898,13084,4014,11417
"1427","MO","Lewis County",933,3343,1507,2677
"1428","MO","Lincoln County",5561,18111,7733,14330
"1429","MO","Linn County",1239,4084,2031,3331
"1430","MO","Livingston County",1265,4879,1906,4006
"1431","MO","Macon County",1518,5794,2309,4700
"1432","MO","Madison County",1005,4102,1588,3227
"1433","MO","Maries County",794,3559,1299,3165
"1434","MO","Marion County",2993,9418,4034,7926
"1435","MO","McDonald County",1329,6599,1920,5694
"1436","MO","Mercer County",216,1486,353,1255
"1437","MO","Miller County",1750,9285,2651,8099
"1438","MO","Mississippi County",1458,3600,1857,2996
"1439","MO","Moniteau County",1237,5344,1608,4703
"1440","MO","Monroe County",853,3159,1398,2564
"1441","MO","Montgomery County",1118,4124,1734,3486
"1442","MO","Morgan County",1768,6757,2773,5733
"1443","MO","New Madrid County",1933,5270,2814,4284
"1444","MO","Newton County",4988,20546,6425,18179
"1445","MO","Nodaway County",2529,6379,3172,5593
"1446","MO","Oregon County",865,3668,1419,2886
"1447","MO","Osage County",998,5845,1472,5330
"1448","MO","Ozark County",724,3639,1261,3080
"1449","MO","Pemiscot County",1946,3964,2671,3596
"1450","MO","Perry County",1520,6907,2184,5669
"1451","MO","Pettis County",4322,12792,5902,10840
"1452","MO","Phelps County",4761,12699,5798,11893
"1453","MO","Pike County",1806,5274,2581,4576
"1454","MO","Platte County",18915,24975,19171,25617
"1455","MO","Polk County",2630,10435,3580,9252
"1456","MO","Pulaski County",2918,9870,4199,9092
"1457","MO","Putnam County",352,1936,587,1673
"1458","MO","Ralls County",1138,3969,1736,3231
"1459","MO","Randolph County",2283,7529,3031,6667
"1460","MO","Ray County",3088,7103,4264,5805
"1461","MO","Reynolds County",540,2402,1155,1927
"1462","MO","Ripley County",830,4520,1396,3743
"1463","MO","Saline County",2787,5977,3785,5096
"1464","MO","Schuyler County",354,1505,697,1174
"1465","MO","Scotland County",365,1525,643,1246
"1466","MO","Scott County",3574,13168,5122,11623
"1467","MO","Shannon County",776,2966,1300,2260
"1468","MO","Shelby County",606,2524,966,2188
"1469","MO","St. Charles County",68225,120899,71798,110732
"1470","MO","St. Clair County",936,3501,1460,3019
"1471","MO","St. Francois County",6250,17467,8837,13248
"1472","MO","St. Louis County",280866,199081,294735,223102
"1473","MO","St. Louis city",101487,20281,116654,22617
"1474","MO","Ste. Genevieve County",2540,5495,3813,4055
"1475","MO","Stoddard County",1873,11077,3153,9496
"1476","MO","Stone County",2886,13149,3920,11780
"1477","MO","Sullivan County",526,1884,908,1610
"1478","MO","Taney County",4367,18240,5462,15713
"1479","MO","Texas County",1728,8875,2871,7618
"1480","MO","Vernon County",1706,6526,2580,5756
"1481","MO","Warren County",3915,11109,5219,9150
"1482","MO","Washington County",1926,7047,3402,5008
"1483","MO","Wayne County",946,4640,1811,3790
"1484","MO","Webster County",3173,12829,4407,10702
"1485","MO","Worth County",195,808,341,664
"1486","MO","Wright County",1166,6703,1953,5831
"1487","MS","Adams County",6921,5125,7999,5542
"1488","MS","Alcorn County",2684,11817,3449,11027
"1489","MS","Amite County",2688,4282,3218,4393
"1490","MS","Attala County",2847,4288,3368,4452
"1491","MS","Benton County",1713,2240,2026,2030
"1492","MS","Bolivar County",8410,4251,9772,4346
"1493","MS","Calhoun County",1884,4360,2250,3961
"1494","MS","Carroll County",1648,3774,1990,3953
"1495","MS","Chickasaw County",3649,4127,3914,3601
"1496","MS","Choctaw County",1198,2763,1283,2533
"1497","MS","Claiborne County",2523,414,4633,608
"1498","MS","Clarke County",2556,5088,2695,4415
"1499","MS","Clay County",5695,4136,5860,3735
"1500","MS","Coahoma County",6378,2426,7164,2356
"1501","MS","Copiah County",6203,5576,7201,5714
"1502","MS","Covington County",3267,5423,3800,5282
"1503","MS","DeSoto County",19892,42155,20979,42399
"1504","MS","Forrest County",11271,15149,12079,15339
"1505","MS","Franklin County",1471,2685,1706,2705
"1506","MS","George County",1013,8652,1352,8353
"1507","MS","Greene County",956,4309,1325,4528
"1508","MS","Grenada County",4386,5940,5279,5980
"1509","MS","Hancock County",3320,13720,3879,12859
"1510","MS","Harrison County",20679,39710,22242,38646
"1511","MS","Hinds County",64922,24919,70512,26450
"1512","MS","Holmes County",5820,1151,6775,1264
"1513","MS","Humphreys County",2652,924,3399,1069
"1514","MS","Issaquena County",395,298,479,302
"1515","MS","Itawamba County",1100,8385,1599,6925
"1516","MS","Jackson County",13087,31204,15452,33262
"1517","MS","Jasper County",4367,4032,5097,4193
"1518","MS","Jefferson County",3337,489,3508,431
"1519","MS","Jefferson Davis County",3720,2466,4094,2439
"1520","MS","Jones County",7748,20076,9146,20635
"1521","MS","Kemper County",2827,1778,3239,1789
"1522","MS","Lafayette County",7968,10872,7098,9772
"1523","MS","Lamar County",5044,18493,5037,17472
"1524","MS","Lauderdale County",10910,17574,12642,17322
"1525","MS","Lawrence County",2181,4072,2394,4153
"1526","MS","Leake County",3579,4775,3599,4283
"1527","MS","Lee County",9635,21695,12043,22004
"1528","MS","Leflore County",6677,2757,8423,3115
"1529","MS","Lincoln County",4458,10550,4879,9333
"1530","MS","Lowndes County",11545,13124,12037,12399
"1531","MS","Madison County",18358,25607,20722,28507
"1532","MS","Marion County",3572,7697,3833,7118
"1533","MS","Marshall County",7944,6525,9581,6444
"1534","MS","Monroe County",5485,10107,6990,9661
"1535","MS","Montgomery County",1775,2334,2245,2543
"1536","MS","Neshoba County",2668,7613,3030,7772
"1537","MS","Newton County",2549,5929,3069,5909
"1538","MS","Noxubee County",4330,1181,4920,1325
"1539","MS","Oktibbeha County",7851,7671,8030,7728
"1540","MS","Panola County",7300,7371,9079,7629
"1541","MS","Pearl River County",2919,15530,3813,15836
"1542","MS","Perry County",1220,4135,1519,4110
"1543","MS","Pike County",7636,7748,9304,7986
"1544","MS","Pontotoc County",2123,9442,2785,9403
"1545","MS","Prentiss County",2067,7647,2817,7075
"1546","MS","Quitman County",2303,998,2837,1116
"1547","MS","Rankin County",13741,46168,14425,46318
"1548","MS","Scott County",3999,5742,4774,5728
"1549","MS","Sharkey County",1290,619,1571,675
"1550","MS","Simpson County",3871,7393,4723,7424
"1551","MS","Smith County",1598,5877,1979,6049
"1552","MS","Stone County",1400,4810,1794,4924
"1553","MS","Sunflower County",6560,2768,7989,2907
"1554","MS","Tallahatchie County",3337,2462,3838,2480
"1555","MS","Tate County",3804,7385,4572,6666
"1556","MS","Tippah County",1808,7182,2254,6625
"1557","MS","Tishomingo County",990,7117,1623,6070
"1558","MS","Tunica County",2577,840,3371,867
"1559","MS","Union County",1969,9161,2481,7759
"1560","MS","Walthall County",2475,3374,3386,4012
"1561","MS","Warren County",8518,9420,9899,9390
"1562","MS","Washington County",9847,4541,12188,4870
"1563","MS","Wayne County",3493,5957,4116,6080
"1564","MS","Webster County",1001,3949,1087,3684
"1565","MS","Wilkinson County",2826,1305,2940,1275
"1566","MS","Winston County",3778,4874,4557,5147
"1567","MS","Yalobusha County",2574,3366,2984,3261
"1568","MS","Yazoo County",5221,4568,6220,4560
"1569","MT","Beaverhead County",1115,3243,1347,3251
"1570","MT","Big Horn County",2061,1833,2830,1655
"1571","MT","Blaine County",1187,1259,1598,1169
"1572","MT","Broadwater County",566,2329,761,2150
"1573","MT","Carbon County",1824,3729,2126,3513
"1574","MT","Carter County",70,677,96,678
"1575","MT","Cascade County",12053,19343,14949,18039
"1576","MT","Chouteau County",729,1676,969,1751
"1577","MT","Custer County",1172,3638,1824,3353
"1578","MT","Daniels County",167,729,236,735
"1579","MT","Dawson County",786,3298,1219,3024
"1580","MT","Deer Lodge County",2018,1736,2829,1431
"1581","MT","Fallon County",154,1276,236,1123
"1582","MT","Fergus County",1196,4235,1628,4243
"1583","MT","Flathead County",13233,30079,13534,27694
"1584","MT","Gallatin County",23879,23360,21534,24051
"1585","MT","Garfield County",34,653,66,622
"1586","MT","Glacier County",3076,1598,2784,1391
"1587","MT","Golden Valley County",71,365,110,351
"1588","MT","Granite County",469,1185,533,1107
"1589","MT","Hill County",2350,3446,3372,3133
"1590","MT","Jefferson County",1975,4099,2256,4042
"1591","MT","Judith Basin County",232,867,336,852
"1592","MT","Lake County",4703,7453,5715,7084
"1593","MT","Lewis and Clark County",14331,16665,15479,16673
"1594","MT","Liberty County",205,695,257,698
"1595","MT","Lincoln County",2040,6720,2544,6045
"1596","MT","Madison County",1175,3280,1285,3115
"1597","MT","McCone County",154,858,221,742
"1598","MT","Meagher County",191,728,269,670
"1599","MT","Mineral County",515,1322,698,1212
"1600","MT","Missoula County",30740,21699,34380,23285
"1601","MT","Musselshell County",331,1961,482,1792
"1602","MT","Park County",3521,4872,3728,4637
"1603","MT","Petroleum County",30,276,49,240
"1604","MT","Phillips County",315,1715,471,1688
"1605","MT","Pondera County",737,1786,969,1666
"1606","MT","Powder River County",127,880,170,833
"1607","MT","Powell County",549,2017,884,1798
"1608","MT","Prairie County",100,555,167,518
"1609","MT","Ravalli County",6166,14673,6466,12817
"1610","MT","Richland County",669,3885,992,3479
"1611","MT","Roosevelt County",1504,1722,2044,1503
"1612","MT","Rosebud County",969,2211,1478,2035
"1613","MT","Sanders County",1211,4268,1716,3971
"1614","MT","Sheridan County",476,1237,661,1203
"1615","MT","Silver Bow County",8545,6252,10782,5374
"1616","MT","Stillwater County",904,3630,1209,3237
"1617","MT","Sweet Grass County",398,1580,473,1584
"1618","MT","Teton County",803,2152,1073,2091
"1619","MT","Toole County",399,1495,582,1440
"1620","MT","Treasure County",59,350,114,317
"1621","MT","Valley County",886,2697,1386,2337
"1622","MT","Wheatland County",179,698,272,690
"1623","MT","Wibaux County",55,460,25,421
"1624","MT","Yellowstone County",21117,38675,26275,40421
"1625","NC","Alamance County",29268,38235,28341,37712
"1626","NC","Alexander County",3750,13826,4591,12207
"1627","NC","Alleghany County",1300,3789,1574,3378
"1628","NC","Anson County",5785,4480,6894,4125
"1629","NC","Ashe County",3476,9353,4100,8207
"1630","NC","Avery County",1670,6226,1861,5708
"1631","NC","Beaufort County",8699,14478,9399,13918
"1632","NC","Bertie County",5837,3476,6537,3367
"1633","NC","Bladen County",7021,8511,8277,7947
"1634","NC","Brunswick County",23117,42440,21932,34587
"1635","NC","Buncombe County",74937,55339,70066,54429
"1636","NC","Burke County",10930,25741,13577,22109
"1637","NC","Cabarrus County",35048,53224,32453,49125
"1638","NC","Caldwell County",8403,26499,10795,23069
"1639","NC","Camden County",1266,3527,1456,2995
"1640","NC","Carteret County",9806,26228,10197,24598
"1641","NC","Caswell County",4549,5758,5183,5471
"1642","NC","Catawba County",21050,48062,23954,44386
"1643","NC","Chatham County",20953,17012,18252,16578
"1644","NC","Cherokee County",2809,10711,3339,9201
"1645","NC","Chowan County",2965,3983,3507,3872
"1646","NC","Clay County",1352,4395,1573,3952
"1647","NC","Cleveland County",14896,28394,16734,25440
"1648","NC","Columbus County",8991,14177,10973,12863
"1649","NC","Craven County",17481,27556,18556,26654
"1650","NC","Cumberland County",70523,50593,74991,50191
"1651","NC","Currituck County",2879,9070,3521,7431
"1652","NC","Dare County",7079,11283,7258,10102
"1653","NC","Davidson County",17328,52870,20291,48935
"1654","NC","Davie County",5228,15502,5652,14568
"1655","NC","Duplin County",8196,12151,8923,11330
"1656","NC","Durham County",118783,27879,109185,33326
"1657","NC","Edgecombe County",16152,8219,18249,8494
"1658","NC","Forsyth County",92488,74793,91606,79177
"1659","NC","Franklin County",12811,16320,13317,14480
"1660","NC","Gaston County",30982,61467,32903,55817
"1661","NC","Gates County",2371,2851,2745,2532
"1662","NC","Graham County",761,3260,1115,2743
"1663","NC","Granville County",12827,13500,13529,12332
"1664","NC","Greene County",3570,4358,3761,4393
"1665","NC","Guilford County",147949,97461,145483,103964
"1666","NC","Halifax County",15642,8954,16931,8686
"1667","NC","Harnett County",16452,27278,16858,25070
"1668","NC","Haywood County",10414,18844,11742,15553
"1669","NC","Henderson County",19664,35535,18519,32860
"1670","NC","Hertford County",6886,3081,7815,3001
"1671","NC","Hoke County",9608,7676,9915,6721
"1672","NC","Hyde County",956,1275,1157,1183
"1673","NC","Iredell County",24441,54164,25952,49071
"1674","NC","Jackson County",7564,9706,8052,8224
"1675","NC","Johnston County",28153,54082,27052,48206
"1676","NC","Jones County",2041,2941,2335,2825
"1677","NC","Lee County",10380,13625,10577,13000
"1678","NC","Lenoir County",11752,13354,13350,13763
"1679","NC","Lincoln County",9836,28653,10980,25184
"1680","NC","Macon County",4841,12035,5692,10817
"1681","NC","Madison County",3899,6735,4466,5379
"1682","NC","Martin County",5814,5874,6514,5963
"1683","NC","McDowell County",4645,14517,6006,11732
"1684","NC","Mecklenburg County",292258,154303,270705,170490
"1685","NC","Mitchell County",1585,6225,1810,5778
"1686","NC","Montgomery County",4108,7070,4689,6389
"1687","NC","Moore County",16148,30273,16371,29336
"1688","NC","Nash County",23024,23142,24214,23769
"1689","NC","New Hanover County",50219,54665,48038,52792
"1690","NC","Northampton County",6113,3556,7210,3474
"1691","NC","Onslow County",17156,36342,18115,31695
"1692","NC","Orange County",59105,18373,53404,21398
"1693","NC","Pamlico County",2427,4225,2632,4032
"1694","NC","Pasquotank County",8455,8082,9970,7216
"1695","NC","Pender County",9086,17317,9455,14368
"1696","NC","Perquimans County",2291,4143,2747,3814
"1697","NC","Person County",7772,11116,8384,10467
"1698","NC","Pitt County",40967,35191,40701,35534
"1699","NC","Polk County",3715,6738,4000,6219
"1700","NC","Randolph County",13074,49156,14675,44913
"1701","NC","Richmond County",8290,10199,9747,9236
"1702","NC","Robeson County",18377,20294,23957,17093
"1703","NC","Rockingham County",14057,26463,16170,25037
"1704","NC","Rowan County",19208,42388,22529,38622
"1705","NC","Rutherford County",7451,21694,9277,18797
"1706","NC","Sampson County",10486,14761,11496,14358
"1707","NC","Scotland County",7279,6212,8131,5799
"1708","NC","Stanly County",7008,21788,8287,19698
"1709","NC","Stokes County",4645,16976,5969,15142
"1710","NC","Surry County",7438,23495,9005,19753
"1711","NC","Swain County",2186,3557,2618,2976
"1712","NC","Transylvania County",6520,10441,6740,9522
"1713","NC","Tyrrell County",705,968,835,929
"1714","NC","Union County",34051,66265,32032,60468
"1715","NC","Vance County",12168,7304,13286,7406
"1716","NC","Wake County",298353,193607,286939,232933
"1717","NC","Warren County",6668,3302,6635,3111
"1718","NC","Washington County",3490,2560,3811,2615
"1719","NC","Watauga County",13953,13521,13371,14124
"1720","NC","Wayne County",21520,27360,23154,27536
"1721","NC","Wilkes County",6596,23613,8089,20410
"1722","NC","Wilson County",19527,17410,20745,17904
"1723","NC","Yadkin County",3140,13815,3928,12500
"1724","NC","Yancey County",3181,6367,3954,5249
"1725","ND","Adams County",216,904,328,916
"1726","ND","Barnes County",1597,3156,2389,2953
"1727","ND","Benson County",842,927,1232,867
"1728","ND","Billings County",58,492,89,472
"1729","ND","Bottineau County",734,2482,1163,2246
"1730","ND","Bowman County",227,1445,412,1277
"1731","ND","Burke County",118,879,230,766
"1732","ND","Burleigh County",10865,32499,14036,27811
"1733","ND","Cass County",31291,39738,34632,36792
"1734","ND","Cavalier County",476,1356,818,1192
"1735","ND","Dickey County",551,1656,849,1601
"1736","ND","Divide County",243,860,382,731
"1737","ND","Dunn County",356,1753,493,1494
"1738","ND","Eddy County",354,790,484,631
"1739","ND","Emmons County",215,1672,383,1430
"1740","ND","Foster County",346,1237,604,1028
"1741","ND","Golden Valley County",99,793,161,740
"1742","ND","Grand Forks County",10828,16325,14008,15044
"1743","ND","Grant County",187,1098,331,1012
"1744","ND","Griggs County",298,847,535,770
"1745","ND","Hettinger County",168,1032,313,998
"1746","ND","Kidder County",179,1106,393,870
"1747","ND","LaMoure County",500,1475,737,1374
"1748","ND","Logan County",112,867,221,799
"1749","ND","McHenry County",474,1991,924,1651
"1750","ND","McIntosh County",233,1095,456,1028
"1751","ND","McKenzie County",696,3661,926,2450
"1752","ND","McLean County",1070,3827,1660,3130
"1753","ND","Mercer County",616,3715,1161,3132
"1754","ND","Morton County",3077,11319,4467,8669
"1755","ND","Mountrail County",1211,2551,1401,1960
"1756","ND","Nelson County",536,1025,766,862
"1757","ND","Oliver County",119,827,281,693
"1758","ND","Pembina County",681,2204,1245,1893
"1759","ND","Pierce County",431,1433,656,1462
"1760","ND","Ramsey County",1505,3216,2162,2659
"1761","ND","Ransom County",836,1209,1341,1008
"1762","ND","Renville County",200,978,398,850
"1763","ND","Richland County",2064,4759,3190,4213
"1764","ND","Rolette County",2097,1210,3351,1090
"1765","ND","Sargent County",693,1088,1073,876
"1766","ND","Sheridan County",94,644,161,637
"1767","ND","Sioux County",758,256,900,223
"1768","ND","Slope County",42,361,83,341
"1769","ND","Stark County",1745,9718,2805,8509
"1770","ND","Steele County",361,537,515,495
"1771","ND","Stutsman County",2484,6706,3561,5641
"1772","ND","Towner County",305,733,511,619
"1773","ND","Traill County",1239,2263,1784,1963
"1774","ND","Walsh County",1166,2991,2118,2809
"1775","ND","Ward County",5792,18601,8412,16176
"1776","ND","Wells County",419,1793,671,1646
"1777","ND","Williams County",1722,10033,2288,7087
"1778","NE","Adams County",3272,9205,3991,8235
"1779","NE","Antelope County",381,2717,571,2585
"1780","NE","Arthur County",16,237,30,227
"1781","NE","Banner County",18,355,55,339
"1782","NE","Blaine County",30,273,29,268
"1783","NE","Boone County",414,2299,615,2136
"1784","NE","Box Butte County",953,3550,1634,2795
"1785","NE","Boyd County",128,978,186,852
"1786","NE","Brown County",153,1380,223,1298
"1787","NE","Buffalo County",4690,14424,5266,13378
"1788","NE","Burt County",928,2360,1280,2016
"1789","NE","Butler County",690,3068,1028,2729
"1790","NE","Cass County",3461,8388,4298,7453
"1791","NE","Cedar County",572,3533,952,3231
"1792","NE","Chase County",171,1621,252,1573
"1793","NE","Cherry County",317,2623,436,2557
"1794","NE","Cheyenne County",702,3610,983,3134
"1795","NE","Clay County",470,2373,662,2213
"1796","NE","Colfax County",857,2171,959,2045
"1797","NE","Cuming County",712,3095,1015,2858
"1798","NE","Custer County",635,4616,1066,4251
"1799","NE","Dakota County",2904,4028,2831,3048
"1800","NE","Dawes County",785,2559,1102,2435
"1801","NE","Dawson County",2116,5935,2157,5370
"1802","NE","Deuel County",120,809,215,763
"1803","NE","Dixon County",556,2041,870,1745
"1804","NE","Dodge County",4451,9736,5588,8937
"1805","NE","Douglas County",105207,102151,99261,108319
"1806","NE","Dundy County",89,823,176,791
"1807","NE","Fillmore County",610,2100,794,1972
"1808","NE","Franklin County",250,1345,381,1110
"1809","NE","Frontier County",161,1106,381,1005
"1810","NE","Furnas County",304,1915,422,1767
"1811","NE","Gage County",2930,6333,3870,5470
"1812","NE","Garden County",153,869,242,829
"1813","NE","Garfield County",121,819,147,762
"1814","NE","Gosper County",165,792,230,732
"1815","NE","Grant County",20,367,30,322
"1816","NE","Greeley County",210,911,340,820
"1817","NE","Hall County",6142,14139,6971,12412
"1818","NE","Hamilton County",873,3763,1136,3582
"1819","NE","Harlan County",219,1302,311,1248
"1820","NE","Hayes County",30,471,50,473
"1821","NE","Hitchcock County",158,1216,310,1386
"1822","NE","Holt County",522,4275,862,3789
"1823","NE","Hooker County",40,355,59,330
"1824","NE","Howard County",544,2284,914,1890
"1825","NE","Jefferson County",831,2387,1185,2156
"1826","NE","Johnson County",560,1348,790,1223
"1827","NE","Kearney County",550,2519,761,2341
"1828","NE","Keith County",560,3203,920,3036
"1829","NE","Keya Paha County",39,458,80,392
"1830","NE","Kimball County",227,1317,391,1222
"1831","NE","Knox County",715,3181,1055,2878
"1832","NE","Lancaster County",60533,60456,59970,61177
"1833","NE","Lincoln County",2878,11992,4350,10545
"1834","NE","Logan County",32,400,68,356
"1835","NE","Loup County",48,323,62,290
"1836","NE","Madison County",2663,10518,3368,9874
"1837","NE","McPherson County",14,257,41,237
"1838","NE","Merrick County",601,2914,921,2477
"1839","NE","Morrill County",282,1788,450,1658
"1840","NE","Nance County",280,1257,477,1098
"1841","NE","Nemaha County",765,2068,1089,1979
"1842","NE","Nuckolls County",348,1709,567,1563
"1843","NE","Otoe County",2017,4833,2542,4226
"1844","NE","Pawnee County",279,970,396,897
"1845","NE","Perkins County",160,1202,237,1133
"1846","NE","Phelps County",571,3832,875,3372
"1847","NE","Pierce County",382,3052,637,2707
"1848","NE","Platte County",2612,10864,3095,9963
"1849","NE","Polk County",411,2019,527,1886
"1850","NE","Red Willow County",638,4212,940,3855
"1851","NE","Richardson County",798,2684,1180,2407
"1852","NE","Rock County",70,687,103,669
"1853","NE","Saline County",1630,2849,2232,2518
"1854","NE","Sarpy County",27704,44649,24709,40318
"1855","NE","Saunders County",2509,7486,3279,6725
"1856","NE","Scotts Bluff County",3151,9952,4193,9427
"1857","NE","Seward County",1881,5451,2362,4947
"1858","NE","Sheridan County",286,2192,389,2010
"1859","NE","Sherman County",338,1143,549,919
"1860","NE","Sioux County",77,602,101,623
"1861","NE","Stanton County",417,2173,607,1945
"1862","NE","Thayer County",490,1993,724,1853
"1863","NE","Thomas County",30,344,42,360
"1864","NE","Thurston County",911,1013,1153,823
"1865","NE","Valley County",337,1770,494,1643
"1866","NE","Washington County",2606,7374,3103,6857
"1867","NE","Wayne County",828,2675,1074,2493
"1868","NE","Webster County",306,1320,440,1255
"1869","NE","Wheeler County",62,377,93,345
"1870","NE","York County",1181,4686,1352,4814
"1871","NH","Belknap County",13517,19315,15884,17568
"1872","NH","Carroll County",12987,14635,13977,14207
"1873","NH","Cheshire County",22064,16876,25329,15135
"1874","NH","Coos County",6558,7951,9091,6342
"1875","NH","Grafton County",28510,19010,29826,18207
"1876","NH","Hillsborough County",99589,100013,101499,98103
"1877","NH","Merrimack County",40198,37674,44635,34451
"1878","NH","Rockingham County",79994,90447,80096,87809
"1879","NH","Strafford County",34894,29072,36026,26779
"1880","NH","Sullivan County",10210,10796,12166,9269
"1881","NJ","Atlantic County",54472,47882,59509,41918
"1882","NJ","Bergen County",209251,163220,193470,155267
"1883","NJ","Burlington County",108361,79539,115951,79110
"1884","NJ","Camden County",142375,71020,137795,63329
"1885","NJ","Cape May County",18626,28237,21275,25488
"1886","NJ","Cumberland County",27045,24213,30172,18767
"1887","NJ","Essex County",231031,62059,217950,61595
"1888","NJ","Gloucester County",66355,66949,72960,58915
"1889","NJ","Hudson County",149980,45615,136239,38082
"1890","NJ","Hunterdon County",28797,38565,25148,36979
"1891","NJ","Mercer County",93721,42604,94300,43155
"1892","NJ","Middlesex County",164887,108981,179515,102472
"1893","NJ","Monmouth County",135825,165305,125471,140376
"1894","NJ","Morris County",114437,125376,90313,114265
"1895","NJ","Ocean County",81845,170103,96500,138594
"1896","NJ","Passaic County",112608,71488,104057,59181
"1897","NJ","Salem County",11766,16256,14456,14214
"1898","NJ","Somerset County",83839,64640,70168,63159
"1899","NJ","Sussex County",24132,46486,23406,37215
"1900","NJ","Union County",145412,67582,134220,66457
"1901","NJ","Warren County",16991,29393,17869,24695
"1902","NM","Bernalillo County",141960,93874,147183,104242
"1903","NM","Catron County",426,1453,557,1474
"1904","NM","Chaves County",5530,12869,6621,13271
"1905","NM","Cibola County",3721,3179,4907,2966
"1906","NM","Colfax County",2118,2569,2879,2763
"1907","NM","Curry County",2776,7560,3956,9150
"1908","NM","De Baca County",192,617,287,586
"1909","NM","Dona Ana County",37543,25095,36778,26988
"1910","NM","Eddy County",5008,13124,6110,12546
"1911","NM","Grant County",6226,5251,7009,5286
"1912","NM","Guadalupe County",962,591,1388,518
"1913","NM","Harding County",156,311,260,326
"1914","NM","Hidalgo County",780,906,994,895
"1915","NM","Lea County",3877,12306,4068,12480
"1916","NM","Lincoln County",2329,5889,2931,5940
"1917","NM","Los Alamos County",5443,3329,5191,4796
"1918","NM","Luna County",3195,3478,3573,3654
"1919","NM","McKinley County",13162,4893,15363,5420
"1920","NM","Mora County",1533,662,1952,591
"1921","NM","Otero County",6033,11756,6715,12219
"1922","NM","Quay County",1016,2208,1382,2194
"1923","NM","Rio Arriba County",9534,3583,11389,3373
"1924","NM","Roosevelt County",1445,3865,1719,4032
"1925","NM","Sandoval County",27405,25748,26831,24124
"1926","NM","San Juan County",12826,27879,15688,28779
"1927","NM","San Miguel County",7249,2302,8754,2281
"1928","NM","Santa Fe County",49956,14198,49668,15145
"1929","NM","Sierra County",1600,2998,1963,2928
"1930","NM","Socorro County",3275,2592,3983,2698
